Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
12369,Bleach: Heat the Soul 4,PSP,2007,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
12370,Pocket Dogs,GBA,2005,Misc,O~3 Entertainment,0.06,0.02,0.0,0.0,0.08
12371,Tokimeki Memorial 4,PSP,2009,Adventure,Konami,0.0,0.0,0.08,0.0,0.08
12372,Real Robots Final Attack,PS,1998,Shooter,Banpresto,0.0,0.0,0.07,0.01,0.08
12373,Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01,0.08
12374,P.N.03 - Product Number Three,GC,2003,Shooter,Capcom,0.06,0.02,0.0,0.0,0.08
12375,Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action-Adventure,D3Publisher,0.03,0.04,0.0,0.01,0.08
12376,Ultimate Ghosts 'n Goblins,PSP,2006,Platform,Capcom,0.07,0.0,0.0,0.01,0.08
12377,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
12378,Ape Escape: Pumped & Primed,PS2,2004,Party,Ubisoft,0.04,0.03,0.0,0.01,0.08
12379,10 Minute Solution,Wii,2010,Sports,Activision,0.06,0.01,0.0,0.01,0.08
12380,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Bandai Namco Games,0.0,0.0,0.08,0.0,0.08
12381,Monster Trucks DS,DS,2005,Racing,Majesco,0.07,0.0,0.0,0.01,0.08
12382,FabStyle,DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
12383,Outlaw Tennis,PS2,2005,Sports,Global Star Software,0.04,0.03,0.0,0.01,0.08
12384,Port Royale 3,PS3,2012,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.08
12385,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.04,0.03,0.0,0.01,0.08
12386,12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0.0,0.0,0.08,0.0,0.08
12387,C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08
12388,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.07,0.0,0.0,0.01,0.08
12389,LEGO Soccer Mania,GBA,2002,Sports,LEGO Media,0.06,0.02,0.0,0.0,0.08
12390,Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0.0,0.0,0.01,0.08
12391,Gadget Racers,PS2,2001,Racing,Conspiracy Entertainment,0.04,0.03,0.0,0.01,0.08
12392,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2004,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08
12393,Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami,0.07,0.0,0.0,0.01,0.08
12394,BlazBlue: Cross Tag Battle,PS4,2018,Fighting,Arc System Works,0.04,0.0,0.03,0.01,0.08
12395,Tomb Raider: Underworld,PC,2008,Adventure,Eidos Interactive,0.0,0.07,0.0,0.01,0.08
12396,Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
12397,Dreamer Series: Shop Owner,DS,2009,Simulation,DreamCatcher Interactive,0.07,0.0,0.0,0.01,0.08
12398,Nanashi no Game,DS,2008,Adventure,Square Enix,0.0,0.0,0.08,0.0,0.08
12399,Dead Rising,PS4,2016,Action,Capcom,0.04,0.0,0.02,0.01,0.08
12400,Moe Chronicle,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08
12401,Auto Destruct,PS,1998,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.08
12402,Samurai Warriors 2,X360,2006,Action,KOEI,0.07,0.01,0.0,0.01,0.08
12403,Scooby-Doo! Who's Watching Who?,PSP,2006,Adventure,THQ,0.07,0.01,0.0,0.01,0.08
12404,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
12405,GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0.0,0.0,0.08,0.0,0.08
12406,Storybook Workshop,Wii,2009,Misc,Konami,0.07,0.0,0.0,0.01,0.08
12407,Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Crave Entertainment,0.06,0.02,0.0,0.0,0.08
12408,BlazBlue: Chrono Phantasma Extend,XOne,2015,Fighting,Arc System Works,0.06,0.01,0.0,0.01,0.08
12409,Deep Fear,SAT,1998,Adventure,Sega,0.0,0.0,0.08,0.0,0.08
12410,Ford vs. Chevy,XB,2005,Racing,Global Star Software,0.06,0.02,0.0,0.0,0.08
12411,Skeleton Warriors,PS,1996,Platform,Playmates,0.04,0.03,0.0,0.01,0.08
12412,Endgame,PS2,2002,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08
12413,The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08
12414,Criminal Girls,PSP,2010,Role-Playing,Nippon Ichi Software,0.0,0.0,0.08,0.0,0.08
12415,Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,0.0,0.07,0.0,0.01,0.08
12416,Ultimate Duck Hunting,Wii,2009,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08
12417,Bella Sara,DS,2008,Misc,Codemasters,0.04,0.03,0.0,0.01,0.08
12418,Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,Konami,0.0,0.0,0.08,0.0,0.08
12419,Virus,SAT,1997,Adventure,Hudson Soft,0.0,0.0,0.08,0.0,0.08
12420,Cate West: The Vanishing Files,Wii,2009,Adventure,Destineer,0.07,0.0,0.0,0.01,0.08
12421,Ultimate Party Challenge,Wii,2009,Misc,Konami,0.07,0.0,0.0,0.01,0.08
12422,WWE Crush Hour,GC,2003,Racing,THQ,0.06,0.02,0.0,0.0,0.08
12423,Assetto Corsa,PS4,2016,Racing,505 Games,0.0,0.06,0.01,0.01,0.08
12424,Bangai-O Spirits,DS,2008,Shooter,D3 Publisher,0.07,0.0,0.0,0.01,0.08
12425,Dragon Shadow Spell,PS2,2007,Role-Playing,Flight-Plan,0.0,0.0,0.08,0.0,0.08
12426,Imagine: My Restaurant,DS,2009,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08
12427,Team Elimination Games,Wii,2009,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08
12428,Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami,0.07,0.0,0.0,0.01,0.08
12429,Dragon Slayer: Eiyuu Densetsu,GEN,1994,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08
12430,Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08
12431,Sound Novel Tsukuru,SNES,1996,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08
12432,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015,Action-Adventure,Disney Interactive Studios,0.0,0.06,0.0,0.02,0.08
12433,Momotarou Dentetsu 11,GC,2002,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.08
12434,NHL Hitz 20-03,GC,2002,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08
12435,The Idolm@ster,X360,2007,Simulation,Namco Bandai,0.0,0.0,0.08,0.0,0.08
12436,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011,Action,THQ,0.04,0.03,0.0,0.01,0.08
12437,Child of Light,PSV,2014,Role-Playing,Ubisoft,0.0,0.05,0.02,0.01,0.08
12438,Guilty Gear XX Slash,PS2,2006,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08
12439,Urban Reign,PS2,2005,Action,Namco,0.04,0.03,0.0,0.01,0.08
12440,Whac-A-Mole,DS,2005,Puzzle,Activision,0.07,0.0,0.0,0.01,0.08
12441,Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08
12442,Super Robot Taisen Z Special Disc,PS2,2009,Misc,Namco Bandai,0.0,0.0,0.08,0.0,0.08
12443,Dawn of Heroes,DS,2010,Role-Playing,Majesco,0.07,0.0,0.0,0.01,0.08
12444,Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0.0,0.0,0.08
12445,All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08
12446,Lost Heroes 2,3DS,2015,Role-Playing,Bandai Namco Games,0.0,0.0,0.08,0.0,0.08
12447,Man vs. Wild,Wii,2011,Adventure,Crave Entertainment,0.07,0.0,0.0,0.0,0.08
12448,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0.0,0.0,0.01,0.08
12449,Rick & Morty Virtual Rick-Ality,PS4,2018,Simulation,Nighthawk Interactive,0.06,0.0,0.0,0.01,0.08
12450,Salon Superstar,DS,2009,Simulation,505 Games,0.07,0.0,0.0,0.0,0.08
12451,SCORE International Baja 1000: The Official Game,PS3,2008,Racing,Activision,0.07,0.0,0.0,0.01,0.08
12452,Madden NFL 08,GC,2007,Sports,EA Sports,0.06,0.02,0.0,0.0,0.08
12453,Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0.0,0.0,0.01,0.08
12454,Blood Drive,PS3,2010,Racing,Activision,0.07,0.0,0.0,0.01,0.08
12455,The Croods: Prehistoric Party!,DS,2013,Action,D3Publisher,0.03,0.04,0.0,0.01,0.08
12456,Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08
12457,Frogger Beyond,XB,2002,Platform,Konami,0.06,0.02,0.0,0.0,0.08
12458,World Championship Poker: Deluxe Series,DS,2005,Misc,Crave Entertainment,0.07,0.0,0.0,0.01,0.08
12459,Beat City,DS,2010,Misc,THQ,0.07,0.0,0.0,0.01,0.08
12460,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08
12461,Ultimate Shooting Collection,Wii,2009,Shooter,UFO Interactive,0.07,0.0,0.0,0.0,0.08
12462,Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sega,0.04,0.03,0.0,0.01,0.08
12463,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,2K Play,0.04,0.03,0.0,0.01,0.08
12464,Serious Sam 3: BFE,PC,2011,Shooter,Devolver Digital,0.01,0.05,0.0,0.01,0.08
12465,Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08
12466,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08
12467,Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai,0.0,0.0,0.08,0.0,0.08
12468,Captain Tsubasa,PS2,2006,Sports,Bandai,0.0,0.0,0.08,0.0,0.08
12469,Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0.0,0.0,0.08
12470,No One Can Stop Mr. Domino!,PS,1998,Misc,Acclaim Entertainment,0.04,0.03,0.0,0.0,0.08
12471,Monster Jam: Crush It,NS,2017,Racing,GameMill,0.04,0.03,0.0,0.01,0.08
12472,GT Advance 3: Pro Concept Racing,GBA,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.08
12473,Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.04,0.03,0.0,0.0,0.08
12474,Majin Tensei,SNES,1994,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08
12475,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.08,0.0,0.08
12476,Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0.0,0.0,0.08,0.0,0.08
12477,Game of Thrones,PC,2012,Role-Playing,Atlus,0.0,0.07,0.0,0.01,0.08
12478,PQ: Practical Intelligence Quotient,PSP,2006,Puzzle,D3 Publisher,0.07,0.0,0.0,0.01,0.08
12479,Monkey Hero,PS,1999,Action,Take-Two Interactive,0.04,0.03,0.0,0.0,0.08
12480,Krazy Ivan,PS,1996,Simulation,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.08
12481,Quo Vadis,SAT,1995,Strategy,Glams,0.0,0.0,0.08,0.0,0.08
12482,Silent Hunter III,PC,2005,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08
12483,Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08
12484,ARK: Survival Evolved,NS,2018,Action-Adventure,Studio Wildcard,0.07,0.0,0.0,0.01,0.08
12485,Dragon Ball Z: The Legacy of Goku I & II,GBA,2005,Role-Playing,Atari,0.05,0.02,0.0,0.0,0.08
12486,Akiba's Beat,PS4,2017,Action,Xseed Games,0.05,0.0,0.01,0.01,0.08
12487,Hero Bank,3DS,2014,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08
12488,Elebits: The Adventures of Kai and Zero,DS,2009,Adventure,Konami,0.07,0.0,0.0,0.01,0.08
12489,R: Racing Evolution,GC,2003,Racing,Namco,0.06,0.02,0.0,0.0,0.08
12490,NBA 2K Playgrounds 2,PS4,2018,Sports,2K Games,0.06,0.0,0.0,0.01,0.08
12491,Stella Deus: The Gate of Eternity,PS2,2005,Strategy,Atlus,0.04,0.03,0.0,0.01,0.08
12492,Vietcong: Purple Haze,XB,2004,Shooter,Gathering of Developers,0.06,0.02,0.0,0.0,0.08
12493,Conflict: Desert Storm,GC,2003,Shooter,Gotham Games,0.06,0.02,0.0,0.0,0.08
12494,One Piece: Gear Spirit,DS,2007,Fighting,Namco Bandai,0.0,0.0,0.08,0.0,0.08
12495,WRC 6,PS4,2017,Racing,Namco Bandai Games,0.03,0.02,0.01,0.01,0.08
12496,Tales of Fandom Vol.2,PS2,2007,Role-Playing,Namco Bandai,0.0,0.0,0.08,0.0,0.08
12497,Disney's Planes,3DS,2013,Adventure,Disney Interactive Studios,0.04,0.03,0.0,0.01,0.08
12498,The Legend of Kage 2,DS,2008,Action,Taito,0.07,0.0,0.0,0.01,0.08
12499,Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo,0.0,0.0,0.08,0.0,0.08
12500,P.T.O. IV: Pacific Theater of Operations,PS2,2003,Strategy,KOEI,0.04,0.03,0.0,0.01,0.08
12501,Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08
12502,Tears to Tiara: Kakan no Daichi,PS3,2008,Strategy,Aquaplus,0.0,0.0,0.08,0.0,0.08
12503,My First Songs,Wii,2010,Misc,Mindscape,0.0,0.07,0.0,0.01,0.08
12504,Mind Quiz: Your Brain Coach,DS,2007,Misc,Ubisoft,0.0,0.0,0.08,0.0,0.08
12505,Baroque,Wii,2008,Role-Playing,Atlus,0.07,0.0,0.0,0.01,0.08
12506,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,Global Star Software,0.05,0.02,0.0,0.0,0.08
12507,Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08
12508,Pinball Hall of Fame: The Gottlieb Collection,XB,2004,Misc,Crave Entertainment,0.06,0.02,0.0,0.0,0.08
12509,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08
12510,Super Street Fighter IV: Arcade Edition,PC,2011,Fighting,Capcom,0.04,0.02,0.0,0.01,0.08
12511,Medal of Honor: Underground,GBA,2002,Shooter,"Destination Software, Inc",0.05,0.02,0.0,0.0,0.08
12512,Super Football,2600,1988,Sports,Atari,0.07,0.0,0.0,0.0,0.08
12513,The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Action,Namco Bandai,0.0,0.0,0.08,0.0,0.08
12514,Carol Vorderman's Sudoku,PSP,2007,Puzzle,Eidos Interactive,0.06,0.0,0.0,0.01,0.08
12515,Scooby-Doo! Unmasked,XB,2005,Platform,THQ,0.06,0.02,0.0,0.0,0.08
12516,Driven,GC,2002,Racing,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08
12517,Dynasty Warriors 3,XB,2002,Action,KOEI,0.06,0.02,0.0,0.0,0.08
12518,Metal Gear Survive,XOne,2018,Action,Konami Digital Entertainment,0.05,0.01,0.0,0.01,0.08
12519,Party Pigs: Farmyard Games,Wii,2009,Misc,Destineer,0.07,0.0,0.0,0.0,0.08
12520,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami,0.0,0.0,0.08,0.0,0.08
12521,Nicola Kanshuu: Model Oshare * Audition Platinum,3DS,2012,Simulation,Alchemist,0.0,0.0,0.08,0.0,0.08
12522,Junior Classic Books & Fairytales,DS,2010,Misc,Virtual Play Games,0.06,0.01,0.0,0.01,0.08
12523,Fairy Tail: Portable Guild 2,PSP,2011,Fighting,Konami,0.0,0.0,0.08,0.0,0.08
12524,Little League World Series Baseball: Double Play,DS,2010,Sports,Activision,0.07,0.0,0.0,0.01,0.08
12525,MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0.0,0.0,0.08
12526,Wizardry: Llylgamyn Saga,PS,1998,Role-Playing,Locus,0.0,0.0,0.07,0.0,0.07
12527,Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.07
12528,God Wars: Future Past,PS4,2017,Role-Playing,NIS America,0.03,0.01,0.02,0.01,0.07
12529,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,Bandai,0.0,0.0,0.07,0.0,0.07
12530,Gale Racer,SAT,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07
12531,In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07
12532,Myst,PS,1996,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07
12533,AKB1/149: Love Election,PSV,2012,Simulation,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12534,Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0.0,0.0,0.01,0.07
12535,World Tour Soccer 06,PSP,2006,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.07
12536,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
12537,Naruto Shippuuden: Gekitou Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0.0,0.0,0.07,0.0,0.07
12538,Magic Pengel: The Quest for Color,PS2,2003,Role-Playing,Agetec,0.04,0.03,0.0,0.01,0.07
12539,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0.0,0.0,0.01,0.07
12540,NHL-Legacy Edition,PS3,2015,Sports,EA Sports,0.06,0.0,0.0,0.01,0.07
12541,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,Sega,0.06,0.01,0.0,0.01,0.07
12542,Culdcept Revolt,3DS,2017,Strategy,NIS America,0.0,0.0,0.07,0.0,0.07
12543,Super Baseball,2600,1988,Sports,Atari,0.07,0.0,0.0,0.0,0.07
12544,The Croods: Prehistoric Party!,Wii,2013,Action,D3Publisher,0.01,0.06,0.0,0.0,0.07
12545,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Action,Konami,0.0,0.0,0.07,0.0,0.07
12546,Need for Speed: Undercover,PC,2008,Racing,Electronic Arts,0.0,0.07,0.0,0.01,0.07
12547,The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0.0,0.0,0.01,0.07
12548,Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07
12549,Chronicles of Mystery: The Secret Tree of Life,DS,2011,Adventure,City Interactive,0.03,0.04,0.0,0.01,0.07
12550,Pac-Man World 3,PSP,2005,Platform,Namco,0.07,0.0,0.0,0.01,0.07
12551,Hakuouki DS,DS,2010,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07
12552,Buster Bros. Collection,PS,1997,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07
12553,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive,0.06,0.01,0.0,0.01,0.07
12554,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0.0,0.0,0.07,0.0,0.07
12555,Resident Evil 5,PS4,2016,Action,Capcom,0.05,0.0,0.01,0.01,0.07
12556,Futurama,PS2,2003,Platform,VU Games,0.04,0.03,0.0,0.01,0.07
12557,The Golf Club,XOne,2015,Sports,Maximum Games,0.07,0.0,0.0,0.01,0.07
12558,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07
12559,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07
12560,Rayman 3: Hoodlum Havoc,XB,2003,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07
12561,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07
12562,Driving Simulator 2011,PC,2011,Racing,Excalibur Publishing,0.0,0.07,0.0,0.0,0.07
12563,The Banner Saga Trilogy - Bonus Edition,PS4,2018,Strategy,505 Games,0.06,0.0,0.0,0.01,0.07
12564,Again,DS,2010,Adventure,KOEI,0.07,0.0,0.0,0.01,0.07
12565,World Party Games,Wii,2009,Misc,DreamCatcher Interactive,0.07,0.0,0.0,0.01,0.07
12566,Superman Returns,DS,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.07
12567,You Don't Know Jack,DS,2011,Misc,THQ,0.07,0.0,0.0,0.01,0.07
12568,Emily the Strange: Strangerous,DS,2011,Action,Conspiracy Entertainment,0.04,0.03,0.0,0.01,0.07
12569,Super Ghouls 'n Ghosts,GBA,2002,Platform,Capcom,0.05,0.02,0.0,0.0,0.07
12570,Boxing,PS,2001,Fighting,Agetec,0.04,0.03,0.0,0.0,0.07
12571,NHL Open Ice,PS,1996,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07
12572,Gundam Battle Tactics,PSP,2005,Action,Bandai,0.0,0.0,0.07,0.0,0.07
12573,Touch Detective: Nameko Shigeru,3DS,2013,Puzzle,Success,0.0,0.0,0.07,0.0,0.07
12574,The Witch and the Hundred Knight 2,PS4,2018,Role-Playing,NIS America,0.03,0.0,0.03,0.01,0.07
12575,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07
12576,Samurai Warriors: Spirit of Sanada,PS4,2017,Action,Tecmo Koei,0.02,0.0,0.05,0.01,0.07
12577,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Graffiti,0.06,0.0,0.0,0.01,0.07
12578,Sky Gunner,PS2,2002,Action,Atlus,0.04,0.03,0.0,0.01,0.07
12579,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07
12580,Gladius,GC,2003,Strategy,LucasArts,0.06,0.01,0.0,0.0,0.07
12581,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0.0,0.0,0.01,0.07
12582,My Fun Facts Coach,DS,2008,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.07
12583,I am Setsuna,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07
12584,Photo Kano Kiss,PSV,2013,Simulation,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
12585,Warriors Orochi 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
12586,Real Sound: Kaze no Riguretto,SAT,1997,Adventure,Warp,0.0,0.0,0.07,0.0,0.07
12587,The Hustle: Detroit Streets,PSP,2005,Sports,Activision,0.07,0.0,0.0,0.01,0.07
12588,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0.0,0.0,0.07,0.0,0.07
12589,Summon Night 4,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12590,Far Cry 5,PC,2018,Action,Ubisoft,0.0,0.07,0.0,0.0,0.07
12591,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.07,0.0,0.07
12592,Winx Club,GBA,2005,Shooter,Konami,0.05,0.02,0.0,0.0,0.07
12593,Classic Road,PS,1995,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07
12594,Ride 3,PS4,2018,Racing,Bandai Namco Entertainment,0.03,0.03,0.0,0.01,0.07
12595,The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai,0.0,0.0,0.07,0.0,0.07
12596,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Visual Novel,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
12597,Smashing Drive,GC,2002,Racing,Namco,0.06,0.01,0.0,0.0,0.07
12598,Margot's Word Brain,DS,2008,Puzzle,Zoo Games,0.07,0.0,0.0,0.01,0.07
12599,Mega Man Xtreme,GB,2001,Platform,Capcom,0.0,0.0,0.07,0.0,0.07
12600,America's Next Top Model,Wii,2010,Simulation,Crave Entertainment,0.07,0.0,0.0,0.0,0.07
12601,Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,0.06,0.01,0.0,0.01,0.07
12602,Bomberman Max 2: Red Advance,GBA,2002,Puzzle,Majesco,0.05,0.02,0.0,0.0,0.07
12603,Constructor HD,XOne,2017,Strategy,Deep Silver,0.07,0.0,0.0,0.01,0.07
12604,Open Season,PSP,2006,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.07
12605,Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0.0,0.01,0.07
12606,Attack on Titan,PS3,2017,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
12607,Learn Geography,DS,2009,Misc,DreamCatcher Interactive,0.07,0.0,0.0,0.01,0.07
12608,Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0.0,0.01,0.07
12609,Still Life,XB,2005,Adventure,The Adventure Company,0.05,0.02,0.0,0.0,0.07
12610,Big Mutha Truckers 2,XB,2005,Racing,THQ,0.05,0.02,0.0,0.0,0.07
12611,SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0.0,0.0,0.07
12612,Dream Trigger 3D,3DS,2011,Shooter,D3 Publisher,0.04,0.02,0.0,0.01,0.07
12613,Model * Oshare Audition: Dream Girl,3DS,2013,Simulation,Alchemist,0.0,0.0,0.07,0.0,0.07
12614,Winter Sports 2: The Next Challenge,X360,2008,Sports,Conspiracy Entertainment,0.06,0.01,0.0,0.01,0.07
12615,Hang On GP,SAT,1996,Racing,Sega,0.0,0.0,0.07,0.0,0.07
12616,J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12617,Roogoo Attack!,DS,2009,Puzzle,SouthPeak Interactive,0.07,0.0,0.0,0.01,0.07
12618,Uprising X,PS,1998,Action,3DO,0.04,0.03,0.0,0.0,0.07
12619,Mega Man Xtreme 2,GB,2001,Platform,Capcom,0.0,0.0,0.07,0.0,0.07
12620,I-Ninja,XB,2003,Platform,Namco,0.05,0.02,0.0,0.0,0.07
